document_id,project_id,document_type,document_date,amount,contractor,location,file_path,extracted_text,status
DOC00342,P00342,Utilization Certificate,2024-07-30,824000.0,Contractor_025,"Chennai, Tamil Nadu",,"Document for project P00342. Type: Utilization Certificate. Amount: 824000.0. Contractor: Contractor_025. Location: Chennai, Tamil Nadu.",In Progress
DOC00343,P00343,Completion Certificate,2025-11-04,1286000.0,Contractor_026,"Sambalpur, Odisha",,"Document for project P00343. Type: Completion Certificate. Amount: 1286000.0. Contractor: Contractor_026. Location: Sambalpur, Odisha.",In Progress
DOC00344,P00344,Inspection Report,2026-02-27,806000.0,Contractor_007,"Nashik, Maharashtra",,"Document for project P00344. Type: Inspection Report. Amount: 806000.0. Contractor: Contractor_007. Location: Nashik, Maharashtra.",In Progress
DOC00345,P00345,Sanction Letter,2025-07-05,6180000.0,Contractor_004,"Visakhapatnam, Andhra Pradesh",,"Document for project P00345. Type: Sanction Letter. Amount: 6180000.0. Contractor: Contractor_004. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00346,P00346,Utilization Certificate,2025-06-19,3891000.0,Contractor_060,"Madurai, Tamil Nadu",,"Document for project P00346. Type: Utilization Certificate. Amount: 3891000.0. Contractor: Contractor_060. Location: Madurai, Tamil Nadu.",In Progress
DOC00347,P00347,Completion Certificate,2025-08-05,3932000.0,Contractor_008,"Warangal, Telangana",,"Document for project P00347. Type: Completion Certificate. Amount: 3932000.0. Contractor: Contractor_008. Location: Warangal, Telangana.",Delayed
DOC00348,P00348,Inspection Report,2025-06-14,552000.0,Contractor_046,"Kota, Rajasthan",,"Document for project P00348. Type: Inspection Report. Amount: 552000.0. Contractor: Contractor_046. Location: Kota, Rajasthan.",In Progress
DOC00349,P00349,Sanction Letter,2025-08-03,2118000.0,Contractor_031,"Coimbatore, Tamil Nadu",,"Document for project P00349. Type: Sanction Letter. Amount: 2118000.0. Contractor: Contractor_031. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00350,P00350,Utilization Certificate,2024-11-28,2216000.0,Contractor_054,"Surat, Gujarat",,"Document for project P00350. Type: Utilization Certificate. Amount: 2216000.0. Contractor: Contractor_054. Location: Surat, Gujarat.",In Progress
DOC00351,P00351,Completion Certificate,2026-03-17,2698750.0,Contractor_050,"Warangal, Telangana",,"Document for project P00351. Type: Completion Certificate. Amount: 2698750.0. Contractor: Contractor_050. Location: Warangal, Telangana.",In Progress
DOC00352,P00352,Inspection Report,2024-12-16,180000.0,Contractor_018,"Kollam, Kerala",,"Document for project P00352. Type: Inspection Report. Amount: 180000.0. Contractor: Contractor_018. Location: Kollam, Kerala.",In Progress
DOC00353,P00353,Sanction Letter,2026-04-18,835000.0,Contractor_057,"Bengaluru Urban, Karnataka",,"Document for project P00353. Type: Sanction Letter. Amount: 835000.0. Contractor: Contractor_057. Location: Bengaluru Urban, Karnataka.",Delayed
DOC00354,P00354,Utilization Certificate,2024-12-06,696000.0,Contractor_006,"Howrah, West Bengal",,"Document for project P00354. Type: Utilization Certificate. Amount: 696000.0. Contractor: Contractor_006. Location: Howrah, West Bengal.",In Progress
DOC00355,P00355,Completion Certificate,2025-04-09,1669000.0,Contractor_056,"Salem, Tamil Nadu",,"Document for project P00355. Type: Completion Certificate. Amount: 1669000.0. Contractor: Contractor_056. Location: Salem, Tamil Nadu.",In Progress
DOC00356,P00356,Inspection Report,2024-12-31,1759000.0,Contractor_006,"Nashik, Maharashtra",,"Document for project P00356. Type: Inspection Report. Amount: 1759000.0. Contractor: Contractor_006. Location: Nashik, Maharashtra.",Completed
DOC00357,P00357,Sanction Letter,2025-03-27,782000.0,Contractor_048,"Karimnagar, Telangana",,"Document for project P00357. Type: Sanction Letter. Amount: 782000.0. Contractor: Contractor_048. Location: Karimnagar, Telangana.",In Progress
DOC00358,P00358,Utilization Certificate,2024-06-06,817000.0,Contractor_007,"Pune, Maharashtra",,"Document for project P00358. Type: Utilization Certificate. Amount: 817000.0. Contractor: Contractor_007. Location: Pune, Maharashtra.",In Progress
DOC00359,P00359,Completion Certificate,2026-03-13,455000.0,Contractor_032,"Aurangabad, Maharashtra",,"Document for project P00359. Type: Completion Certificate. Amount: 455000.0. Contractor: Contractor_032. Location: Aurangabad, Maharashtra.",Delayed
DOC00360,P00360,Inspection Report,2024-08-20,882000.0,Contractor_044,"Visakhapatnam, Andhra Pradesh",,"Document for project P00360. Type: Inspection Report. Amount: 882000.0. Contractor: Contractor_044. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00361,P00361,Sanction Letter,2024-06-20,193000.0,Contractor_001,"Ernakulam, Kerala",,"Document for project P00361. Type: Sanction Letter. Amount: 193000.0. Contractor: Contractor_001. Location: Ernakulam, Kerala.",In Progress
DOC00362,P00362,Utilization Certificate,2024-07-06,1428000.0,Contractor_015,"Bengaluru Urban, Karnataka",,"Document for project P00362. Type: Utilization Certificate. Amount: 1428000.0. Contractor: Contractor_015. Location: Bengaluru Urban, Karnataka.",Completed
DOC00363,P00363,Completion Certificate,2025-01-20,10088000.0,Contractor_004,"Khordha, Odisha",,"Document for project P00363. Type: Completion Certificate. Amount: 10088000.0. Contractor: Contractor_004. Location: Khordha, Odisha.",Delayed
DOC00364,P00364,Inspection Report,2024-05-17,1897000.0,Contractor_049,"Kolkata, West Bengal",,"Document for project P00364. Type: Inspection Report. Amount: 1897000.0. Contractor: Contractor_049. Location: Kolkata, West Bengal.",In Progress
DOC00365,P00365,Sanction Letter,2025-09-05,910000.0,Contractor_037,"Ahmedabad, Gujarat",,"Document for project P00365. Type: Sanction Letter. Amount: 910000.0. Contractor: Contractor_037. Location: Ahmedabad, Gujarat.",Delayed
DOC00366,P00366,Utilization Certificate,2025-03-10,1196000.0,Contractor_003,"Sambalpur, Odisha",,"Document for project P00366. Type: Utilization Certificate. Amount: 1196000.0. Contractor: Contractor_003. Location: Sambalpur, Odisha.",In Progress
DOC00367,P00367,Completion Certificate,2025-10-02,715000.0,Contractor_011,"Jodhpur, Rajasthan",,"Document for project P00367. Type: Completion Certificate. Amount: 715000.0. Contractor: Contractor_011. Location: Jodhpur, Rajasthan.",Delayed
DOC00368,P00368,Inspection Report,2025-01-16,2010000.0,Contractor_046,"Visakhapatnam, Andhra Pradesh",,"Document for project P00368. Type: Inspection Report. Amount: 2010000.0. Contractor: Contractor_046. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00369,P00369,Sanction Letter,2024-04-10,3417000.0,Contractor_060,"Madurai, Tamil Nadu",,"Document for project P00369. Type: Sanction Letter. Amount: 3417000.0. Contractor: Contractor_060. Location: Madurai, Tamil Nadu.",Completed
DOC00370,P00370,Utilization Certificate,2024-12-11,1923000.0,Contractor_029,"Hyderabad, Telangana",,"Document for project P00370. Type: Utilization Certificate. Amount: 1923000.0. Contractor: Contractor_029. Location: Hyderabad, Telangana.",In Progress
DOC00371,P00371,Completion Certificate,2025-04-03,1432000.0,Contractor_013,"Kota, Rajasthan",,"Document for project P00371. Type: Completion Certificate. Amount: 1432000.0. Contractor: Contractor_013. Location: Kota, Rajasthan.",In Progress
DOC00372,P00372,Inspection Report,2025-06-12,3126000.0,Contractor_058,"Belagavi, Karnataka",,"Document for project P00372. Type: Inspection Report. Amount: 3126000.0. Contractor: Contractor_058. Location: Belagavi, Karnataka.",Delayed
DOC00373,P00373,Sanction Letter,2026-02-17,641000.0,Contractor_022,"Nizamabad, Telangana",,"Document for project P00373. Type: Sanction Letter. Amount: 641000.0. Contractor: Contractor_022. Location: Nizamabad, Telangana.",In Progress
DOC00374,P00374,Utilization Certificate,2025-02-15,1584000.0,Contractor_034,"Surat, Gujarat",,"Document for project P00374. Type: Utilization Certificate. Amount: 1584000.0. Contractor: Contractor_034. Location: Surat, Gujarat.",In Progress
DOC00375,P00375,Completion Certificate,2025-09-13,719000.0,Contractor_011,"Kollam, Kerala",,"Document for project P00375. Type: Completion Certificate. Amount: 719000.0. Contractor: Contractor_011. Location: Kollam, Kerala.",In Progress
DOC00376,P00376,Inspection Report,2025-03-25,631000.0,Different Contractor,"Cuttack, Odisha",,"Document for project P00376. Type: Inspection Report. Amount: 631000.0. Contractor: Different Contractor. Location: Cuttack, Odisha.",In Progress
DOC00377,P00377,Sanction Letter,2025-01-07,1898000.0,Contractor_039,"Madurai, Tamil Nadu",,"Document for project P00377. Type: Sanction Letter. Amount: 1898000.0. Contractor: Contractor_039. Location: Madurai, Tamil Nadu.",In Progress
DOC00378,P00378,Utilization Certificate,2024-12-02,1902000.0,Contractor_019,"Kollam, Kerala",,"Document for project P00378. Type: Utilization Certificate. Amount: 1902000.0. Contractor: Contractor_019. Location: Kollam, Kerala.",Delayed
DOC00379,P00379,Completion Certificate,2025-11-01,798000.0,Contractor_021,"Mysuru, Karnataka",,"Document for project P00379. Type: Completion Certificate. Amount: 798000.0. Contractor: Contractor_021. Location: Mysuru, Karnataka.",Delayed
DOC00380,P00380,Inspection Report,2025-11-16,517000.0,Contractor_055,"Salem, Tamil Nadu",,"Document for project P00380. Type: Inspection Report. Amount: 517000.0. Contractor: Contractor_055. Location: Salem, Tamil Nadu.",In Progress
DOC00381,P00381,Sanction Letter,2024-04-09,1720000.0,Contractor_055,"Vadodara, Gujarat",,"Document for project P00381. Type: Sanction Letter. Amount: 1720000.0. Contractor: Contractor_055. Location: Vadodara, Gujarat.",Completed
DOC00382,P00382,Utilization Certificate,2024-02-22,435000.0,Contractor_005,"Bengaluru Urban, Karnataka",,"Document for project P00382. Type: Utilization Certificate. Amount: 435000.0. Contractor: Contractor_005. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00383,P00383,Completion Certificate,2026-04-09,2894000.0,Contractor_054,"Pune, Maharashtra",,"Document for project P00383. Type: Completion Certificate. Amount: 2894000.0. Contractor: Contractor_054. Location: Pune, Maharashtra.",In Progress
DOC00384,P00384,Inspection Report,2024-08-05,2219000.0,Contractor_028,"Vadodara, Gujarat",,"Document for project P00384. Type: Inspection Report. Amount: 2219000.0. Contractor: Contractor_028. Location: Vadodara, Gujarat.",Completed
DOC00385,P00385,Sanction Letter,2025-10-27,989000.0,Contractor_037,"Ganjam, Odisha",,"Document for project P00385. Type: Sanction Letter. Amount: 989000.0. Contractor: Contractor_037. Location: Ganjam, Odisha.",In Progress
DOC00386,P00386,Utilization Certificate,2024-05-07,1846000.0,Contractor_035,"Mysuru, Karnataka",,"Document for project P00386. Type: Utilization Certificate. Amount: 1846000.0. Contractor: Contractor_035. Location: Mysuru, Karnataka.",Completed
DOC00387,P00387,Completion Certificate,2024-08-28,1458000.0,Contractor_029,"Malda, West Bengal",,"Document for project P00387. Type: Completion Certificate. Amount: 1458000.0. Contractor: Contractor_029. Location: Malda, West Bengal.",In Progress
DOC00388,P00388,Inspection Report,2026-01-03,315000.0,Contractor_008,"Tirupati, Andhra Pradesh",,"Document for project P00388. Type: Inspection Report. Amount: 315000.0. Contractor: Contractor_008. Location: Tirupati, Andhra Pradesh.",Delayed
DOC00389,P00389,Sanction Letter,2026-02-01,736000.0,Contractor_046,"Kolkata, West Bengal",,"Document for project P00389. Type: Sanction Letter. Amount: 736000.0. Contractor: Contractor_046. Location: Kolkata, West Bengal.",In Progress
DOC00390,P00390,Utilization Certificate,2024-12-08,1903000.0,Contractor_044,"Kollam, Kerala",,"Document for project P00390. Type: Utilization Certificate. Amount: 1903000.0. Contractor: Contractor_044. Location: Kollam, Kerala.",In Progress
DOC00391,P00391,Completion Certificate,2025-04-15,1488000.0,Contractor_027,"Bengaluru Urban, Karnataka",,"Document for project P00391. Type: Completion Certificate. Amount: 1488000.0. Contractor: Contractor_027. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00392,P00392,Inspection Report,2025-10-31,3217000.0,Contractor_020,"Salem, Tamil Nadu",,"Document for project P00392. Type: Inspection Report. Amount: 3217000.0. Contractor: Contractor_020. Location: Salem, Tamil Nadu.",Completed
DOC00393,P00393,Sanction Letter,2025-12-15,2241000.0,Contractor_058,"Nizamabad, Telangana",,"Document for project P00393. Type: Sanction Letter. Amount: 2241000.0. Contractor: Contractor_058. Location: Nizamabad, Telangana.",Delayed
DOC00394,P00394,Utilization Certificate,2025-11-20,197000.0,Contractor_044,"Darjeeling, West Bengal",,"Document for project P00394. Type: Utilization Certificate. Amount: 197000.0. Contractor: Contractor_044. Location: Darjeeling, West Bengal.",In Progress
DOC00395,P00395,Completion Certificate,2024-06-04,445000.0,Contractor_038,"Salem, Tamil Nadu",,"Document for project P00395. Type: Completion Certificate. Amount: 445000.0. Contractor: Contractor_038. Location: Salem, Tamil Nadu.",In Progress
DOC00396,P00396,Inspection Report,2025-04-05,2229000.0,Contractor_053,"Kolkata, West Bengal",,"Document for project P00396. Type: Inspection Report. Amount: 2229000.0. Contractor: Contractor_053. Location: Kolkata, West Bengal.",In Progress
DOC00397,P00397,Sanction Letter,2024-05-20,1315000.0,Contractor_018,"Madurai, Tamil Nadu",,"Document for project P00397. Type: Sanction Letter. Amount: 1315000.0. Contractor: Contractor_018. Location: Madurai, Tamil Nadu.",Completed
DOC00398,P00398,Utilization Certificate,2025-12-16,1889000.0,Contractor_015,"Mysuru, Karnataka",,"Document for project P00398. Type: Utilization Certificate. Amount: 1889000.0. Contractor: Contractor_015. Location: Mysuru, Karnataka.",In Progress
DOC00399,P00399,Completion Certificate,2025-01-08,764000.0,Contractor_047,"Warangal, Telangana",,"Document for project P00399. Type: Completion Certificate. Amount: 764000.0. Contractor: Contractor_047. Location: Warangal, Telangana.",Delayed
DOC00400,P00400,Inspection Report,2026-02-20,935000.0,Contractor_057,"Vadodara, Gujarat",,"Document for project P00400. Type: Inspection Report. Amount: 935000.0. Contractor: Contractor_057. Location: Vadodara, Gujarat.",In Progress
DOC00401,P00401,Sanction Letter,2024-01-12,681250.0,Contractor_033,Different Location,,Document for project P00401. Type: Sanction Letter. Amount: 681250.0. Contractor: Contractor_033. Location: Different Location.,Delayed
DOC00402,P00402,Utilization Certificate,2024-07-20,596000.0,Contractor_024,"Ernakulam, Kerala",,"Document for project P00402. Type: Utilization Certificate. Amount: 596000.0. Contractor: Contractor_024. Location: Ernakulam, Kerala.",Delayed
DOC00403,P00403,Completion Certificate,2024-09-13,777000.0,Contractor_018,"Nagpur, Maharashtra",,"Document for project P00403. Type: Completion Certificate. Amount: 777000.0. Contractor: Contractor_018. Location: Nagpur, Maharashtra.",Delayed
DOC00404,P00404,Inspection Report,2025-12-16,2475000.0,Contractor_043,"Kolkata, West Bengal",,"Document for project P00404. Type: Inspection Report. Amount: 2475000.0. Contractor: Contractor_043. Location: Kolkata, West Bengal.",In Progress
DOC00405,P00405,Sanction Letter,2024-12-18,495000.0,Contractor_006,"Howrah, West Bengal",,"Document for project P00405. Type: Sanction Letter. Amount: 495000.0. Contractor: Contractor_006. Location: Howrah, West Bengal.",In Progress
DOC00406,P00406,Utilization Certificate,2025-07-04,618000.0,Contractor_054,"Surat, Gujarat",,"Document for project P00406. Type: Utilization Certificate. Amount: 618000.0. Contractor: Contractor_054. Location: Surat, Gujarat.",In Progress
DOC00407,P00407,Completion Certificate,2024-07-24,904000.0,Contractor_013,"Kota, Rajasthan",,"Document for project P00407. Type: Completion Certificate. Amount: 904000.0. Contractor: Contractor_013. Location: Kota, Rajasthan.",In Progress
DOC00408,P00408,Inspection Report,2024-08-18,908000.0,Contractor_048,"Kolkata, West Bengal",,"Document for project P00408. Type: Inspection Report. Amount: 908000.0. Contractor: Contractor_048. Location: Kolkata, West Bengal.",In Progress
